CryoSleep,Age,VIP,Target,Num,over_15,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,HomePlanet_nan,Deck_encoded,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Side_P,Side_S
0,42.0,0,True,16,1,1.0,0.0,0.0,0.0,5.0,887.0,0.0,9.0,6.0,0.0,0.0,1.0
0,19.0,0,False,13,1,1.0,0.0,0.0,0.0,5.0,190.0,0.0,5.0,1.0,726.0,1.0,0.0
0,17.0,0,False,14,1,1.0,0.0,0.0,0.0,5.0,16.0,2165.0,0.0,0.0,52.0,1.0,0.0
0,14.0,0,False,17,0,1.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,1063.0,0.0,1.0
0,37.0,0,False,3,1,0.0,0.0,1.0,0.0,3.0,46.0,83.0,738.0,0.0,12.0,1.0,0.0
0,42.0,0,True,3,1,0.0,1.0,0.0,0.0,2.0,1.0,8397.0,0.0,0.0,506.0,0.0,1.0
0,27.0,0,True,18,1,0.0,0.0,1.0,0.0,5.0,147.0,0.0,1018.0,0.0,0.0,0.0,1.0
0,28.0,0,True,15,1,0.0,0.0,1.0,0.0,5.0,14.0,0.0,1295.0,0.0,0.0,1.0,0.0
0,38.0,0,False,4,1,0.0,1.0,0.0,0.0,2.0,0.0,5840.0,0.0,321.0,9654.0,0.0,1.0
1,13.0,0,False,13,0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,42.0,0,False,16,1,0.0,0.0,1.0,0.0,5.0,7406.0,0.0,0.0,0.0,0.0,1.0,0.0
1,2.0,0,True,16,0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,8.0,0,True,16,0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,24.0,0,True,14,1,1.0,0.0,0.0,0.0,6.0,688.0,0.0,0.0,0.0,17.0,0.0,1.0
1,40.0,0,True,5,1,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,43.0,0,False,17,1,1.0,0.0,0.0,0.0,5.0,211.0,0.0,0.0,638.0,513.0,1.0,0.0
1,45.0,0,True,5,1,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,35.0,0,True,15,1,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,26.0,0,True,16,1,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,27.0,0,False,20,1,1.0,0.0,0.0,0.0,5.0,1.0,697.0,31.0,188.0,0.0,0.0,1.0
0,19.0,0,False,9,1,1.0,0.0,0.0,0.0,6.0,0.0,0.0,670.0,1.0,34.0,1.0,0.0
1,0.0,0,True,9,0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,3.0,0,True,9,0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,54.0,0,False,2,1,0.0,1.0,0.0,0.0,0.0,0.0,1208.0,0.0,3.0,637.0,0.0,1.0
0,26.0,0,False,11,1,1.0,0.0,0.0,0.0,6.0,0.0,856.0,5.0,32.0,0.0,1.0,0.0
0,26.0,0,True,11,1,1.0,0.0,0.0,0.0,6.0,0.0,2811.0,957.0,0.0,87.0,1.0,0.0
0,23.0,0,False,19,1,1.0,0.0,0.0,0.0,5.0,311.0,427.0,526.0,37.0,0.0,1.0,0.0
0,2.0,0,True,12,0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,18.0,0,False,23,1,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,830.0,91.0,0.0,1.0
0,24.0,0,True,24,1,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0
1,9.0,0,True,18,0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,6.0,0,False,18,0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,27.0,0,False,21,1,1.0,0.0,0.0,0.0,5.0,0.0,0.0,570.0,2.0,131.0,1.0,0.0
0,21.0,0,False,2,1,0.0,0.0,1.0,0.0,3.0,1743.0,5.0,17.0,0.0,0.0,0.0,1.0
1,23.0,0,False,19,1,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,31.0,0,False,19,1,1.0,0.0,0.0,0.0,6.0,562.0,0.0,326.0,0.0,0.0,0.0,1.0
0,0.0,0,True,19,0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,40.0,0,False,5,1,0.0,1.0,0.0,0.0,1.0,0.0,331.0,0.0,0.0,1687.0,1.0,0.0
0,42.0,0,True,5,1,0.0,1.0,0.0,0.0,1.0,2209.0,11418.0,0.0,1868.0,445.0,1.0,0.0
1,28.0,0,True,5,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,29.0,0,True,6,1,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,48.0,1,True,1,1,0.0,1.0,0.0,0.0,1.0,0.0,2537.0,87.0,17.0,13.0,0.0,1.0
0,64.0,0,True,23,1,1.0,0.0,0.0,0.0,5.0,0.0,0.0,804.0,0.0,0.0,1.0,0.0
0,27.0,0,False,20,1,1.0,0.0,0.0,0.0,6.0,82.0,157.0,429.0,238.0,1.0,0.0,1.0
0,26.0,0,True,24,1,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,33.0,0,True,4,1,0.0,1.0,0.0,0.0,3.0,1.0,2223.0,0.0,12.0,404.0,1.0,0.0
0,39.0,0,False,0,1,0.0,0.0,0.0,1.0,0.0,0.0,2344.0,0.0,65.0,6898.0,1.0,0.0
1,13.0,0,True,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,24.0,0,True,25,1,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,29.0,0,False,21,1,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,699.0,74.0,0.0,1.0
0,18.0,0,False,27,1,1.0,0.0,0.0,0.0,5.0,55.0,597.0,49.0,0.0,1.0,1.0,0.0
1,67.0,0,True,27,1,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,35.0,0,False,7,1,0.0,0.0,1.0,0.0,4.0,701.0,0.0,296.0,0.0,25.0,0.0,1.0
0,61.0,1,False,3,1,0.0,0.0,1.0,0.0,3.0,2353.0,334.0,9.0,316.0,2.0,0.0,1.0
0,45.0,0,False,8,1,0.0,0.0,1.0,0.0,4.0,2103.0,6.0,0.0,0.0,0.0,0.0,1.0
1,22.0,0,True,22,1,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,19.0,0,True,29,1,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,36.0,0,False,5,1,0.0,0.0,1.0,0.0,3.0,2738.0,0.0,0.0,0.0,0.0,0.0,1.0
0,19.0,0,True,17,1,1.0,0.0,0.0,0.0,6.0,0.0,14.0,730.0,0.0,0.0,1.0,0.0
0,47.0,0,False,23,1,1.0,0.0,0.0,0.0,6.0,97.0,418.0,126.0,25.0,55.0,0.0,1.0
1,13.0,0,True,18,0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,34.0,0,False,5,1,1.0,0.0,0.0,0.0,4.0,0.0,22.0,0.0,564.0,207.0,1.0,0.0
1,35.0,0,True,6,1,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,24.0,0,True,19,1,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,26.0,0,False,29,1,1.0,0.0,0.0,0.0,5.0,440.0,0.0,0.0,0.0,462.0,1.0,0.0
0,31.0,0,False,30,1,0.0,0.0,1.0,0.0,5.0,0.0,0.0,97.0,0.0,0.0,1.0,0.0
0,20.0,0,True,31,1,1.0,0.0,0.0,0.0,5.0,0.0,420.0,210.0,0.0,0.0,0.0,1.0
0,56.0,0,False,25,1,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,50.0,0,True,26,1,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,42.0,0,False,31,1,0.0,0.0,1.0,0.0,5.0,1072.0,0.0,10.0,0.0,76.0,1.0,0.0
1,38.0,0,False,20,1,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,41.0,0,False,32,1,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,607.0,1.0,0.0
0,22.0,0,False,22,1,1.0,0.0,0.0,0.0,6.0,4119.0,0.0,0.0,0.0,61.0,1.0,0.0
1,26.0,0,True,8,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,17.0,0,True,8,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,57.0,0,True,28,1,1.0,0.0,0.0,0.0,6.0,50.0,1688.0,0.0,0.0,135.0,0.0,1.0
1,17.0,0,False,28,1,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,35.0,0,True,37,1,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,13.0,0,True,35,0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,27.0,0,False,35,1,0.0,0.0,1.0,0.0,5.0,1365.0,0.0,48.0,22.0,137.0,0.0,1.0
1,31.0,0,False,23,1,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,24.0,0,False,10,1,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,221.0,567.0,0.0,1.0
1,19.0,0,True,30,1,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,32.0,0,True,24,1,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,58.0,0,True,11,1,1.0,0.0,0.0,0.0,4.0,0.0,985.0,0.0,5.0,0.0,0.0,1.0
0,21.0,0,False,38,1,1.0,0.0,0.0,0.0,5.0,287.0,0.0,16.0,115.0,175.0,1.0,0.0
0,38.0,0,False,2,1,0.0,1.0,0.0,0.0,1.0,0.0,10346.0,1.0,14970.0,2111.0,0.0,1.0
0,38.0,0,False,6,1,0.0,0.0,1.0,0.0,3.0,3414.0,0.0,161.0,28.0,119.0,0.0,1.0
0,19.0,0,True,26,1,1.0,0.0,0.0,0.0,6.0,1.0,219.0,673.0,2.0,11.0,1.0,0.0
0,0.0,0,False,26,0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,3.0,0,True,26,0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,20.0,0,False,27,1,1.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,299.0,92.0,1.0,0.0
1,24.0,0,True,3,1,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,37.0,0,True,36,1,1.0,0.0,0.0,0.0,5.0,17.0,146.0,426.0,0.0,232.0,0.0,1.0
0,25.0,0,False,28,1,1.0,0.0,0.0,0.0,6.0,62.0,0.0,0.0,0.0,956.0,1.0,0.0
1,56.0,0,True,31,1,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,49.0,0,False,8,1,1.0,0.0,0.0,0.0,4.0,84.0,3.0,401.0,202.0,98.0,1.0,0.0
1,11.0,0,False,32,0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,1.0,0,True,29,0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,8.0,0,False,29,0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,39.0,0,False,29,1,1.0,0.0,0.0,0.0,6.0,0.0,0.0,10.0,898.0,0.0,1.0,0.0
1,2.0,0,True,41,0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,23.0,0,False,41,1,0.0,0.0,1.0,0.0,5.0,0.0,0.0,8.0,1072.0,0.0,1.0,0.0
0,0.0,0,True,41,0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,39.0,0,True,42,1,0.0,0.0,1.0,0.0,5.0,406.0,0.0,867.0,0.0,0.0,1.0,0.0
0,25.0,0,False,5,1,0.0,0.0,1.0,0.0,3.0,1052.0,0.0,719.0,0.0,7.0,1.0,0.0
0,36.0,0,False,5,1,0.0,1.0,0.0,0.0,2.0,0.0,972.0,0.0,795.0,575.0,1.0,0.0
0,52.0,0,True,30,1,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,18.0,0,False,33,1,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,15.0,0,True,31,0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,35.0,0,True,3,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,47.0,0,True,3,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,45.0,0,True,9,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,51.0,0,True,8,1,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,29.0,0,False,34,1,1.0,0.0,0.0,0.0,6.0,0.0,2.0,66.0,0.0,705.0,0.0,1.0
1,19.0,0,False,32,1,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,24.0,0,True,6,1,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,29.0,0,True,44,1,0.0,0.0,1.0,0.0,5.0,902.0,1.0,137.0,0.0,0.0,1.0,0.0
1,11.0,0,True,44,0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,17.0,0,False,44,1,0.0,0.0,1.0,0.0,5.0,848.0,0.0,307.0,182.0,0.0,1.0,0.0
0,13.0,0,False,9,0,1.0,0.0,0.0,0.0,4.0,192.0,0.0,0.0,51.0,739.0,1.0,0.0
0,35.0,0,False,45,1,1.0,0.0,0.0,0.0,5.0,147.0,188.0,0.0,10.0,387.0,1.0,0.0
0,21.0,0,False,46,1,1.0,0.0,0.0,0.0,5.0,367.0,281.0,0.0,0.0,146.0,1.0,0.0
0,21.0,0,False,40,1,1.0,0.0,0.0,0.0,5.0,0.0,56.0,0.0,0.0,1918.0,0.0,1.0
0,38.0,0,False,47,1,1.0,0.0,0.0,0.0,5.0,1517.0,0.0,0.0,27.0,0.0,1.0,0.0
1,19.0,0,True,36,1,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,2.0,0,True,37,0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0.0,0,True,37,0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,13.0,0,False,37,0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,25.0,0,False,10,1,1.0,0.0,0.0,0.0,4.0,122.0,84.0,0.0,0.0,0.0,1.0,0.0
0,16.0,0,False,48,1,1.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,1099.0,1.0,0.0
0,1.0,0,False,37,0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,15.0,0,True,37,0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,21.0,0,False,13,1,0.0,0.0,1.0,0.0,4.0,2237.0,0.0,119.0,0.0,0.0,0.0,1.0
0,23.0,0,False,13,1,0.0,0.0,1.0,0.0,4.0,1215.0,80.0,1.0,2.0,0.0,0.0,1.0
0,33.0,0,False,13,1,0.0,0.0,1.0,0.0,4.0,1933.0,12.0,188.0,1.0,0.0,0.0,1.0
1,21.0,0,True,13,1,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,41.0,0,False,13,1,0.0,0.0,1.0,0.0,4.0,1230.0,0.0,301.0,43.0,1023.0,0.0,1.0
0,16.0,0,False,13,1,0.0,0.0,1.0,0.0,4.0,915.0,0.0,221.0,234.0,0.0,0.0,1.0
1,42.0,0,False,13,1,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,20.0,0,False,41,1,0.0,0.0,1.0,0.0,5.0,1406.0,0.0,0.0,11.0,0.0,0.0,1.0
1,24.0,0,True,41,1,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,16.0,0,True,14,1,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,21.0,0,False,35,1,1.0,0.0,0.0,0.0,6.0,0.0,2.0,665.0,0.0,9.0,0.0,1.0
0,32.0,1,False,42,1,0.0,0.0,1.0,0.0,5.0,181.0,0.0,5.0,1634.0,0.0,0.0,1.0
1,58.0,0,True,38,1,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,24.0,0,False,43,1,1.0,0.0,0.0,0.0,5.0,4.0,7.0,0.0,713.0,79.0,0.0,1.0
0,30.0,0,False,44,1,0.0,0.0,1.0,0.0,5.0,85.0,0.0,1.0,1720.0,0.0,0.0,1.0
1,27.0,0,False,36,1,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,32.0,0,False,45,1,0.0,0.0,1.0,0.0,5.0,56.0,0.0,256.0,1438.0,0.0,0.0,1.0
0,43.0,0,False,50,1,1.0,0.0,0.0,0.0,5.0,0.0,888.0,0.0,0.0,0.0,1.0,0.0
1,42.0,0,True,11,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,35.0,0,True,52,1,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,33.0,0,False,11,1,0.0,1.0,0.0,0.0,4.0,0.0,1249.0,0.0,4812.0,1116.0,1.0,0.0
0,18.0,0,False,46,1,0.0,0.0,0.0,1.0,5.0,313.0,1.0,691.0,283.0,0.0,0.0,1.0
1,21.0,0,False,37,1,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,14.0,0,True,47,0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,46.0,0,True,6,1,0.0,1.0,0.0,0.0,2.0,0.0,3571.0,0.0,0.0,7.0,1.0,0.0
